#auto.ord	auto.parent.ord	auto.deprel	gold.ord	gold.parent.ord	gold.deprel	parent_match	PreGenNmod
6	5	amod	6	5	amod	correct	
7	8	punct	7	8	punct	correct	
8	1	conj	8	1	parataxis	correct	
9	10	amod	9	10	amod	correct	
10	8	nsubj	10	8	nsubj	correct	
11	10	nmod	11	10	nmod	correct	
12	11	amod	12	11	amod	correct	
13	25	punct	13	25	punct	correct	
14	25	nsubj	14	25	nsubj	correct	
15	17	case	15	17	case	correct	
16	17	amod	16	17	amod	correct	
17	25	obl	17	25	obl	correct	
18	17	nmod	18	17	nmod	correct	
19	20	case	19	20	case	correct	
20	18	nmod	20	18	nmod	correct	
21	23	det	21	23	det	correct	
22	23	amod	22	23	amod	correct	
23	25	obj	23	25	obj	correct	
24	25	obl:arg	24	25	obl:arg	correct	
25	11	acl:relcl	25	11	acl:relcl	correct	
26	35	cc	26	35	cc	correct	
27	29	case	27	29	case	correct	
28	29	amod	28	29	amod	correct	
29	35	obl	29	35	obl	correct	
30	29	nmod	30	29	nmod	correct	
31	32	case	31	32	case	correct	
32	30	nmod	32	35	nmod	wrong	
33	35	vocative	33	35	ccomp	correct	
34	35	punct	34	35	punct	correct	
35	25	conj	35	25	conj	correct	
36	1	punct	36	1	punct	correct	
1	4	cc	1	4	advmod:emph	correct	
2	3	amod	2	3	amod	correct	
3	4	nsubj	3	4	nsubj	correct	
4	0	root	4	0	root	wrong	
5	7	cc	5	7	cc	correct	
6	7	amod	6	7	amod	correct	
7	4	conj	7	3	conj	wrong	
8	7	punct	8	13	punct	wrong	
9	10	case	9	10	case	correct	
10	7	nmod	10	13	nmod	wrong	
11	10	nmod	11	10	nmod	correct	
12	13	amod	12	13	amod	correct	
13	7	orphan	13	3	appos	wrong	
14	21	punct	14	21	punct	correct	
15	21	obl:arg	15	21	obl:arg	correct	
16	21	obj	16	21	obj	correct	
17	16	nmod	17	16	nmod	correct	
18	21	nsubj	18	21	nsubj	correct	
19	20	case	19	20	case	correct	
20	21	obl	20	21	obl	correct	
21	13	acl:relcl	21	13	acl:relcl	correct	
22	27	cc	22	27	cc	correct	
23	24	det	23	24	det	correct	
24	27	obl	24	27	obl	correct	
25	27	expl:pass	25	27	expl:pv	correct	
26	27	obl	26	27	obl	correct	
27	21	conj	27	21	conj	correct	
28	29	case	28	29	case	correct	
29	27	obl	29	27	obl	correct	
30	27	obl:arg	30	27	obl:arg	correct	
31	35	punct	31	35	punct	correct	
32	35	advmod	32	35	advmod	correct	
33	35	nsubj	33	35	nsubj	correct	
34	33	nmod	34	33	nmod	correct	
35	30	acl:relcl	35	29	acl:relcl	wrong	
36	37	case	36	37	case	correct	
37	35	obl	37	35	obl	correct	
38	42	punct	38	42	punct	correct	
39	40	case	39	40	case	correct	
40	42	obl	40	42	obl	correct	
41	42	nsubj	41	42	nsubj	correct	
42	37	acl:relcl	42	37	acl:relcl	correct	
43	42	obj	43	42	obj	correct	
44	4	punct	44	4	punct	correct	
1	3	nsubj	1	3	nsubj	correct	
2	3	advmod	2	3	advmod	correct	
3	0	root	3	0	root	wrong	
4	6	punct	4	6	punct	correct	
5	6	advmod	5	6	advmod	correct	
6	3	conj	6	3	conj	correct	
7	6	obj	7	6	obj	correct	
8	10	cc	8	10	cc	correct	
9	10	advmod	9	10	advmod	correct	
10	3	conj	10	3	conj	correct	
11	13	punct	11	13	punct	correct	
12	13	advmod	12	13	mark	correct	
13	10	advcl	13	10	advcl	correct	
14	15	amod	14	15	amod	correct	
15	13	nsubj	15	13	nsubj	correct	
16	19	punct	16	24	punct	wrong	
17	19	cc	17	24	cc	wrong	
18	19	case	18	19	case	correct	
19	13	conj	19	24	obl	wrong	
20	21	case	20	21	case	correct	
21	19	orphan	21	24	obl	wrong	
22	19	orphan	22	24	ccomp	wrong	
23	3	punct	23	24	punct	wrong	
24	3	root	24	3	conj	correct	
25	24	punct	25	3	punct	wrong	
1	10	punct	1	10	punct	correct	
2	10	cc	2	10	advmod:emph	correct	
3	4	case	3	4	case	correct	
4	10	obl	4	10	obl	correct	
5	9	case	5	9	case	correct	
6	9	amod	6	9	amod	correct	
7	8	punct	7	8	punct	correct	
8	6	conj	8	6	conj	correct	
9	10	obl	9	10	obl	correct	
10	0	root	10	0	root	wrong	
11	10	nsubj	11	10	nsubj	correct	
12	13	punct	12	13	punct	correct	
13	11	appos	13	11	appos	correct	
14	15	punct	14	15	punct	correct	
15	13	appos	15	11	appos	wrong	
16	15	amod	16	15	amod	correct	
17	18	amod	17	18	amod	correct	
18	16	obl:arg	18	16	obl:arg	correct	
19	18	nmod	19	18	nmod	correct	
20	21	punct	20	21	punct	correct	
21	15	conj	21	11	appos	wrong	
22	21	amod	22	21	amod	correct	
23	24	case	23	24	case	correct	
24	22	obl	24	22	obl	correct	
25	24	amod	25	24	amod	correct	
26	27	punct	26	27	punct	correct	
27	11	conj	27	11	appos	correct	
28	27	nmod	28	27	nmod	correct	
29	30	punct	29	30	punct	correct	
30	27	conj	30	11	appos	wrong	
31	30	nmod	31	30	nmod	correct	
32	31	amod	32	31	amod	correct	
33	35	punct	33	30	punct	wrong	
34	35	cc	34	35	cc	correct	
35	10	conj	35	10	conj	correct	
36	10	punct	36	10	punct	correct	
1	0	root	1	5	nsubj	wrong	
2	4	amod	2	4	amod	correct	
3	4	det	3	4	det	correct	
4	1	nmod	4	1	nmod	correct	
5	1	amod	5	0	root	wrong	
6	7	punct	6	7	punct	correct	
7	1	conj	7	1	appos	correct	
8	7	amod	8	7	amod	correct	
9	7	punct	9	7	punct	correct	
10	11	case	10	11	case	correct	
11	7	orphan	11	5	obl	wrong	
12	11	nmod	12	11	nmod	correct	
13	14	punct	13	14	punct	correct	
14	7	orphan	14	12	amod	wrong	
15	17	case	15	17	case	correct	
16	17	amod	16	17	amod	correct	
17	14	obl	17	14	obl	correct	
18	17	nmod	18	17	amod	correct	
19	1	punct	19	5	punct	wrong	
1	3	cc	1	3	advmod:emph	correct	
2	3	nsubj	2	3	nsubj	correct	
3	0	root	3	0	root	wrong	
4	5	amod	4	5	amod	correct	
5	3	obl	5	3	obl	correct	
6	5	amod	6	5	amod	correct	
7	12	punct	7	12	punct	correct	
8	12	cc	8	12	cc	correct	
9	11	advmod:emph	9	11	advmod:emph	correct	
10	11	det	10	11	det	correct	
11	12	nsubj	11	12	nsubj	correct	
12	3	conj	12	3	conj	correct	
13	14	case	13	14	case	correct	
14	12	obl	14	12	obl	correct	
15	14	nmod	15	14	nmod	correct	
16	25	cc	16	19	cc	wrong	
17	25	dep	17	19	dep	wrong	
18	19	cc	18	19	advmod:emph	correct	
19	17	conj	19	25	nsubj	wrong	
20	21	det	20	21	det	correct	
21	19	nmod	21	19	nmod	correct	
22	23	case	22	23	case	correct	
23	25	obl	23	25	obl	correct	
24	23	nmod	24	23	nmod	correct	
25	12	conj	25	12	conj	correct	
26	33	punct	26	33	punct	correct	
27	33	advmod	27	33	advmod	correct	
28	29	amod	28	29	amod	correct	
29	33	nsubj	29	33	nsubj	correct	
30	29	nmod	30	29	nmod	correct	
31	32	case	31	32	case	correct	
32	29	det	32	35	det	wrong	
33	25	advcl	33	23	acl:relcl	wrong	
34	33	expl:pv	34	33	expl:pv	correct	
35	33	obl	35	33	obl	correct	
36	37	case	36	37	case	correct	
37	33	obl	37	33	obl	correct	
38	40	punct	38	40	punct	correct	
39	40	nsubj	39	40	nsubj	correct	
40	37	acl:relcl	40	37	acl:relcl	correct	
41	40	obl	41	40	obl	correct	
42	44	punct	42	44	punct	correct	
43	44	advmod	43	44	advmod	correct	
44	40	advcl	44	40	advcl	correct	
45	44	obl:arg	45	44	obl:arg	correct	
46	44	nsubj	46	44	nsubj	correct	
47	48	punct	47	48	punct	correct	
48	46	amod	48	46	amod	correct	
49	48	obl	49	48	obl	correct	
50	53	amod	50	53	amod	correct	
51	52	punct	51	52	punct	correct	
52	50	conj	52	50	conj	correct	
53	49	nmod	53	49	nmod	correct	
54	58	punct	54	58	punct	correct	
55	58	obj	55	58	obj	correct	
56	57	amod	56	57	amod	correct	
57	58	nsubj	57	58	nsubj	correct	
58	53	acl:relcl	58	53	acl:relcl	correct	
59	60	punct	59	60	punct	correct	
60	58	xcomp	60	58	advcl	correct	
61	60	obl:arg	61	60	obl:arg	correct	
62	61	amod	62	61	amod	correct	
63	3	punct	63	3	punct	correct	
1	4	nsubj	1	4	nsubj	correct	
2	4	cop	2	4	cop	correct	
3	4	nmod	3	4	nmod	correct	
4	0	root	4	0	root	wrong	
5	4	amod	5	4	amod	correct	
6	4	punct	6	4	punct	correct	
1	13	cc	1	13	advmod:emph	correct	
2	13	nsubj	2	13	nsubj	correct	
3	2	amod	3	2	amod	correct	
4	5	case	4	5	case	correct	
5	2	nmod	5	2	nmod	correct	
6	5	amod	6	5	amod	correct	
7	9	cc	7	9	cc	correct	
8	9	case	8	9	case	correct	
9	5	conj	9	5	conj	correct	
10	9	amod	10	9	amod	correct	
11	12	case	11	12	case	correct	
12	10	obl	12	13	obl	wrong	
13	0	root	13	0	root	wrong	
14	2	xcomp	14	13	advcl	wrong	
15	16	punct	15	16	punct	correct	
16	13	dep	16	2	appos	wrong	
17	16	amod	17	16	amod	correct	
18	19	case	18	19	case	correct	
19	17	obl	19	17	obl	correct	
20	19	amod	20	19	amod	correct	
21	23	punct	21	23	punct	correct	
22	23	amod	22	23	amod	correct	
23	16	conj	23	16	conj	correct	
24	25	case	24	25	case	correct	
25	23	nmod	25	23	nmod	correct	
26	25	nmod	26	25	nmod	correct	
27	30	punct	27	30	punct	correct	
28	30	cc	28	30	cc	correct	
29	30	advmod	29	30	advmod	correct	
30	13	conj	30	13	conj	correct	
31	32	case	31	32	case	correct	
32	30	obl	32	30	obl	correct	
33	34	amod	33	34	amod	correct	
34	30	obj	34	30	obj	correct	
35	34	amod	35	34	amod	correct	
36	35	obl	36	34	amod	wrong	
37	45	cc	37	45	cc	correct	
38	45	obj	38	45	obj	correct	
39	38	amod	39	38	amod	correct	
40	41	case	40	41	case	correct	
41	39	obl	41	39	obl	correct	
42	45	advmod	42	45	advmod	correct	
43	44	case	43	44	case	correct	
44	45	obl:arg	44	45	obl:arg	correct	
45	30	conj	45	13	conj	wrong	
46	48	cc	46	48	cc	correct	
47	48	obj	47	48	obj	correct	
48	45	conj	48	45	conj	correct	
49	50	case	49	50	case	correct	
50	48	obl	50	48	obl	correct	
51	58	punct	51	58	punct	correct	
52	58	nsubj	52	58	nsubj	correct	
53	52	xcomp	53	58	advcl	wrong	
54	55	case	54	55	case	correct	
55	58	obl	55	58	obl	correct	
56	58	expl:pv	56	58	expl:pv	correct	
57	58	obl:arg	57	58	obl:arg	correct	
58	50	acl:relcl	58	50	acl:relcl	correct	
59	13	punct	59	13	punct	correct	
60	13	punct	60	13	punct	correct	
61	13	punct	61	13	punct	correct	
1	0	root	1	0	root	wrong	
2	1	nsubj	2	1	nsubj	correct	
3	2	amod	3	2	amod	correct	
4	3	obl	4	3	obl	correct	
5	4	nmod	5	4	nmod	correct	
6	7	punct	6	7	punct	correct	
7	1	conj	7	1	conj	correct	
8	9	advmod	8	7	advmod	wrong	
9	7	advmod	9	7	advmod	correct	
10	11	case	10	11	case	correct	
11	9	obl	11	7	obl	wrong	
12	11	nmod	12	11	nmod	correct	
13	14	punct	13	14	punct	correct	
14	12	conj	14	12	conj	correct	
15	16	cc	15	16	cc	correct	
16	12	conj	16	12	conj	correct	
17	19	punct	17	19	punct	correct	
18	19	case	18	19	case	correct	
19	11	conj	19	11	conj	correct	
20	21	case	20	21	case	correct	
21	19	nmod	21	19	nmod	correct	
22	21	nmod	22	21	nmod	correct	
23	25	punct	23	25	punct	correct	
24	25	case	24	25	case	correct	
25	11	conj	25	19	conj	wrong	
26	25	amod	26	25	amod	correct	
27	28	cc	27	28	cc	correct	
28	26	conj	28	26	conj	correct	
29	1	punct	29	1	punct	correct	
1	12	cc	1	12	advmod:emph	correct	
2	3	case	2	3	case	correct	
3	12	obl	3	12	obl	correct	
4	8	case	4	8	case	correct	
5	8	amod	5	8	amod	correct	
6	7	punct	6	7	punct	correct	
7	5	conj	7	5	conj	correct	
8	12	obl	8	12	obl	correct	
9	12	xcomp	9	12	advcl	correct	
10	11	cc	10	11	cc	correct	
11	9	conj	11	9	conj	correct	
12	0	root	12	0	root	wrong	
13	12	nsubj	13	12	nsubj	correct	
14	13	nmod	14	13	nmod	correct	
15	12	punct	15	12	punct	correct	
1	2	case	1	2	case	correct	
2	3	obl	2	3	obl	correct	
3	0	root	3	0	root	wrong	
4	5	amod	4	5	amod	correct	
5	3	nsubj	5	3	nsubj	correct	
6	13	cc	6	13	cc	correct	
7	8	advmod	7	8	advmod	correct	
8	9	amod	8	9	amod	correct	
9	13	nsubj	9	13	nsubj	correct	
10	12	case	10	12	case	correct	
11	12	amod	11	12	amod	correct	
12	13	obl	12	13	obl	correct	
13	3	conj	13	3	conj	correct	
14	13	obl	14	13	obl	correct	
15	16	case	15	16	case	correct	
16	13	obl	16	13	obl	correct	
17	16	nmod	17	16	nmod	correct	
18	19	det	18	19	det	correct	
19	13	obj	19	13	obj	correct	
20	3	punct	20	3	punct	correct	
1	0	root	1	0	root	wrong	
2	1	expl:pv	2	1	expl:pv	correct	
3	1	nsubj	3	1	nsubj	correct	
4	3	amod	4	3	amod	correct	
5	6	cc	5	6	cc	correct	
6	4	conj	6	4	conj	correct	
7	10	punct	7	10	punct	correct	
8	10	mark	8	10	mark	correct	
9	10	nsubj	9	10	nsubj	correct	
10	1	advcl	10	1	advcl	correct	
11	10	advmod	11	10	advmod	correct	
12	13	advmod	12	13	advmod	correct	
13	14	amod	13	14	amod	correct	
14	10	obl:arg	14	10	obl:arg	correct	
15	1	punct	15	1	punct	correct	
1	2	det	1	2	det	correct	
2	5	obj	2	5	obj	correct	
3	4	case	3	4	case	correct	
4	5	obl	4	5	obl	correct	
5	0	root	5	0	root	wrong	
6	5	nsubj	6	5	nsubj	correct	
7	6	amod	7	6	amod	correct	
8	5	punct	8	5	punct	correct	
1	3	nsubj	1	3	nsubj	correct	
2	1	nmod	2	1	nmod	correct	
3	0	root	3	0	root	wrong	
4	5	amod	4	5	amod	correct	
5	3	obj	5	3	obj	correct	
6	3	punct	6	3	punct	correct	
1	0	root	1	0	root	wrong	
2	1	expl:pv	2	1	expl:pv	correct	
3	1	nsubj	3	1	nsubj	correct	
4	3	amod	4	3	amod	correct	
5	6	cc	5	6	cc	correct	
6	4	conj	6	4	conj	correct	
7	1	punct	7	1	punct	correct	
1	0	root	1	0	root	wrong	
2	3	case	2	3	case	correct	
3	1	obl	3	1	obl	correct	
4	1	nsubj	4	5	nmod	wrong	1
5	4	advmod	5	1	nsubj	wrong	
6	8	cc	6	8	cc	correct	
7	8	amod	7	8	amod	correct	
8	4	conj	8	4	conj	correct	
9	8	nmod	9	8	nmod	correct	
10	16	punct	10	16	punct	correct	
11	16	mark	11	16	mark	correct	
12	16	aux	12	16	aux	correct	
13	16	obl:arg	13	16	obl:arg	correct	
14	15	case	14	15	case	correct	
15	16	obl	15	16	obl	correct	
16	1	advcl	16	1	advcl	correct	
17	19	case	17	19	case	correct	
18	19	amod	18	19	amod	correct	
19	16	obl	19	16	obl	correct	
20	16	nsubj	20	16	nsubj	correct	
21	23	punct	21	23	punct	correct	
22	23	nsubj	22	23	nsubj	correct	
23	20	acl:relcl	23	20	acl:relcl	correct	
24	30	punct	24	30	punct	correct	
25	30	mark	25	30	mark	correct	
26	30	advmod	26	30	advmod	correct	
27	29	amod	27	29	amod	correct	
28	29	amod	28	29	amod	correct	
29	30	obj	29	30	obj	correct	
30	23	ccomp	30	23	ccomp	correct	
31	1	punct	31	1	punct	correct	
1	11	cc	1	11	cc	correct	
2	3	case	2	4	case	wrong	
3	11	obl	3	4	nmod	wrong	1
4	3	nmod	4	11	obl	wrong	
5	4	amod	5	4	amod	correct	
6	8	cc	6	8	cc	correct	
7	8	mark	7	8	advmod	correct	
8	5	conj	8	5	conj	correct	
9	10	advmod:emph	9	10	advmod:emph	correct	
10	11	advmod	10	11	advmod	correct	
11	0	root	11	0	root	wrong	
12	11	expl:pv	12	11	expl:pv	correct	
13	36	punct	13	36	punct	correct	
14	36	mark	14	36	mark	correct	
15	36	advmod	15	36	advmod	correct	
16	17	case	16	17	case	correct	
17	11	obl	17	36	obl	wrong	
18	21	punct	18	21	punct	correct	
19	21	advmod	19	21	advmod	correct	
20	21	nsubj	20	21	nsubj	correct	
21	17	acl:relcl	21	17	acl:relcl	correct	
22	24	cc	22	24	cc	correct	
23	24	obl	23	24	obl	correct	
24	21	conj	24	21	conj	correct	
25	24	nsubj	25	24	nsubj	correct	
26	27	amod	26	27	amod	correct	
27	25	nmod	27	25	nmod	correct	
28	21	punct	28	21	punct	correct	
29	36	advmod	29	36	advmod	correct	
30	31	case	30	31	case	correct	
31	36	obl	31	36	obl	correct	
32	33	advmod	32	33	advmod	correct	
33	31	amod	33	31	amod	correct	
34	31	nmod	34	36	nsubj	wrong	
35	36	advmod	35	36	advmod	correct	
36	17	acl:relcl	36	11	ccomp	wrong	
37	36	punct	37	11	punct	wrong	
38	11	punct	38	11	punct	correct	
1	2	amod	1	2	amod	correct	
2	0	obj	2	3	nmod	wrong	1
3	2	obj	3	6	obj	wrong	
4	6	mark	4	6	mark	correct	
5	6	advmod	5	6	advmod	correct	
6	2	ccomp	6	8	csubj	wrong	
7	8	punct	7	6	punct	wrong	
8	6	conj	8	0	root	wrong	
9	8	expl:pv	9	8	expl:pv	correct	
10	11	punct	10	11	punct	correct	
11	6	conj	11	6	conj	correct	
12	13	amod	12	13	amod	correct	
13	11	obj	13	11	obj	correct	
14	17	punct	14	17	punct	correct	
15	17	nsubj	15	17	nsubj	correct	
16	17	obj	16	17	obj	correct	
17	13	acl:relcl	17	13	acl:relcl	correct	
18	21	punct	18	21	punct	correct	
19	20	amod	19	20	amod	correct	
20	21	nsubj	20	21	nsubj	correct	
21	17	conj	21	17	conj	correct	
22	25	case	22	25	case	correct	
23	25	det	23	25	det	correct	
24	25	amod	24	25	amod	correct	
25	21	obl	25	21	obl	correct	
26	33	punct	26	33	punct	correct	
27	29	case	27	29	case	correct	
28	29	amod	28	29	amod	correct	
29	33	obl	29	33	obl	correct	
30	33	obj	30	33	obj	correct	
31	32	cc	31	32	cc	correct	
32	30	conj	32	30	conj	correct	
33	17	conj	33	21	conj	wrong	
34	2	punct	34	8	punct	wrong	
35	2	punct	35	8	punct	wrong	
36	2	punct	36	8	punct	wrong	
1	2	advmod	1	2	advmod	correct	
2	0	root	2	0	root	wrong	
3	5	case	3	5	case	correct	
4	5	det	4	5	det	correct	
5	2	obl	5	2	obl	correct	
6	5	nmod	6	5	nmod	correct	
7	9	punct	7	9	punct	correct	
8	9	xcomp	8	9	advcl	correct	
9	2	conj	9	2	conj	correct	
10	9	advmod	10	9	advmod	correct	
11	9	advmod	11	9	advmod	correct	
12	14	punct	12	16	punct	wrong	
13	14	case	13	16	case	wrong	
14	9	dep	14	16	dep	wrong	
15	16	advmod:emph	15	16	advmod:emph	correct	
16	9	obl	16	9	obl	correct	
17	19	punct	17	19	punct	correct	
18	19	case	18	19	case	correct	
19	16	conj	19	16	conj	correct	
20	22	punct	20	22	punct	correct	
21	22	mark	21	22	mark	correct	
22	9	advcl	22	9	advcl	correct	
23	24	case	23	24	case	correct	
24	22	obl	24	22	obl	correct	
25	28	punct	25	28	punct	correct	
26	28	mark	26	28	mark	correct	
27	28	advmod	27	28	advmod	correct	
28	22	advcl	28	22	advcl	correct	
29	28	nsubj	29	28	nsubj	correct	
30	29	amod	30	29	amod	correct	
31	2	punct	31	2	punct	correct	
1	3	nsubj	1	4	nmod	wrong	1
2	3	advmod	2	3	advmod	correct	
3	0	root	3	0	root	wrong	
4	3	nsubj	4	3	nsubj	correct	
5	7	case	5	7	case	correct	
6	7	det	6	7	det	correct	
7	3	obl	7	3	obl	correct	
8	9	mark	8	9	mark	correct	
9	3	dep	9	3	advcl	correct	
10	9	amod	10	9	amod	correct	
11	14	punct	11	14	punct	correct	
12	14	mark	12	14	mark	correct	
13	14	obl	13	14	obl	correct	
14	3	conj	14	3	parataxis	correct	
15	16	case	15	16	case	correct	
16	14	obl	16	14	obl	correct	
17	16	det	17	16	det	correct	
18	23	punct	18	23	punct	correct	
19	23	mark	19	23	mark	correct	
20	21	case	20	21	case	correct	
21	23	obl	21	23	obl	correct	
22	23	nsubj	22	23	nsubj	correct	
23	14	advcl	23	14	advcl	correct	
24	28	punct	24	25	punct	wrong	
25	28	cop	25	23	parataxis	wrong	
26	28	obj	26	25	obj	wrong	
27	28	advmod:emph	27	25	advmod:emph	wrong	
28	3	conj	28	25	nsubj	wrong	
29	34	punct	29	34	punct	correct	
30	34	cc	30	34	cc	correct	
31	32	advmod	31	34	mark	wrong	
32	34	nsubj	32	34	nsubj	correct	
33	34	cop	33	34	cop	correct	
34	28	conj	34	25	conj	wrong	
35	3	punct	35	3	punct	correct	
1	13	cc	1	13	advmod:emph	correct	
2	3	mark	2	3	mark	correct	
3	13	advcl	3	13	advcl	correct	
4	5	case	4	6	case	wrong	
5	3	obl	5	6	obl	wrong	
6	5	nmod	6	3	nmod	wrong	
7	3	xcomp	7	3	xcomp	correct	
8	7	obj	8	7	obj	correct	
9	8	amod	9	8	amod	correct	
10	11	case	10	11	case	correct	
11	7	obl	11	7	obl	correct	
12	3	punct	12	3	punct	correct	
13	0	root	13	0	root	wrong	
14	13	obl:arg	14	13	obl:arg	correct	
15	13	nsubj	15	13	nsubj	correct	
16	18	punct	16	18	punct	correct	
17	18	mark	17	18	mark	correct	
18	13	dep	18	13	advcl	correct	
19	18	nmod	19	18	nmod	correct	
20	21	case	20	21	case	correct	
21	18	nmod	21	18	nmod	correct	
22	26	punct	22	26	punct	correct	
23	26	nsubj	23	26	nsubj	correct	
24	25	case	24	27	case	wrong	
25	26	obl	25	27	obl	wrong	
26	21	acl:relcl	26	21	acl:relcl	correct	
27	26	obl	27	26	obl	correct	
28	33	cc	28	33	cc	correct	
29	31	advmod:emph	29	31	advmod:emph	correct	
30	31	case	30	31	case	correct	
31	33	obl	31	33	obl	correct	
32	33	obj	32	33	obj	correct	
33	26	conj	33	26	conj	correct	
34	13	punct	34	13	punct	correct	
1	2	advmod:emph	1	2	advmod:emph	correct	
2	3	obl	2	3	obl	correct	
3	0	root	3	0	root	wrong	
4	3	advmod	4	3	advmod	correct	
5	3	obj	5	3	obj	correct	
6	7	punct	6	7	punct	correct	
7	3	conj	7	3	parataxis	correct	
8	7	advmod:emph	8	7	advmod:emph	correct	
9	12	punct	9	12	punct	correct	
10	12	advmod	10	12	advmod	correct	
11	12	aux	11	12	aux	correct	
12	7	ccomp	12	7	ccomp	correct	
13	19	punct	13	19	punct	correct	
14	19	cc	14	19	cc	correct	
15	18	case	15	18	case	correct	
16	18	det	16	18	det	correct	
17	18	amod	17	18	amod	correct	
18	19	obl	18	19	obl	correct	
19	3	conj	19	3	conj	correct	
20	19	obl:arg	20	19	obl:arg	correct	
21	25	punct	21	25	punct	correct	
22	25	mark	22	25	advmod	correct	
23	25	aux	23	25	aux	correct	
24	25	advmod	24	25	advmod	correct	
25	19	advcl	25	19	advcl	correct	
26	29	det	26	29	det	correct	
27	29	det	27	29	det	correct	
28	29	amod	28	29	amod	correct	
29	25	obj	29	25	obj	correct	
30	3	punct	30	3	punct	correct	
1	18	cc	1	18	cc	correct	
2	10	mark	2	10	mark	correct	
3	10	expl:pv	3	10	expl:pv	correct	
4	6	case	4	6	case	correct	
5	6	det	5	6	det	correct	
6	10	obl	6	10	obl	correct	
7	10	nsubj	7	10	nsubj	correct	
8	7	det	8	7	det	correct	
9	10	advmod	9	10	advmod	correct	
10	18	advcl	10	18	advcl	correct	
11	13	punct	11	13	punct	correct	
12	13	case	12	13	case	correct	
13	10	obl	13	10	obl	correct	
14	15	case	14	15	case	correct	
15	13	nmod	15	13	nmod	correct	
16	15	amod	16	15	amod	correct	
17	10	punct	17	10	punct	correct	
18	0	root	18	0	root	wrong	
19	18	expl:pv	19	18	expl:pv	correct	
20	18	obl:arg	20	18	obl:arg	correct	
21	22	case	21	22	case	correct	
22	18	obl:arg	22	18	obl:arg	correct	
23	22	det	23	22	det	correct	
24	28	punct	24	28	punct	correct	
25	28	cc	25	28	cc	correct	
26	28	mark	26	28	mark	correct	
27	28	advmod	27	28	advmod	correct	
28	18	conj	28	18	conj	correct	
29	28	aux	29	28	aux	correct	
30	28	obl	30	28	obl	correct	
31	18	punct	31	18	punct	correct	
1	2	det	1	2	det	correct	
2	3	nsubj	2	3	nsubj	correct	
3	0	root	3	0	root	wrong	
4	5	cc	4	5	cc	correct	
5	3	conj	5	3	conj	correct	
6	7	case	6	7	case	correct	
7	5	orphan	7	5	orphan	correct	
8	10	cc	8	10	cc	correct	
9	10	nsubj	9	10	nsubj	correct	
10	3	conj	10	3	conj	correct	
11	13	advmod:emph	11	13	advmod:emph	correct	
12	13	case	12	13	case	correct	
13	10	obl	13	10	obl	correct	
14	3	punct	14	3	punct	correct	
1	2	case	1	2	case	correct	
2	3	obl	2	3	obl	correct	
3	0	root	3	0	root	wrong	
4	5	case	4	5	case	correct	
5	3	obl	5	3	obl	correct	
6	7	cc	6	7	cc	correct	
7	5	conj	7	5	conj	correct	
8	11	punct	8	11	punct	correct	
9	10	case	9	10	case	correct	
10	11	obl	10	11	obl	correct	
11	3	conj	11	3	conj	correct	
12	11	obj	12	11	obj	correct	
13	15	cc	13	15	cc	correct	
14	15	case	14	15	case	correct	
15	11	conj	15	11	conj	correct	
16	15	orphan	16	15	orphan	correct	
17	3	punct	17	3	punct	correct	
1	6	cc	1	6	advmod:emph	correct	
2	3	case	2	3	case	correct	
3	6	obl	3	6	obl	correct	
4	3	det	4	3	det	correct	
5	6	expl:pass	5	6	expl:pass	correct	
6	0	root	6	0	root	wrong	
7	9	punct	7	9	punct	correct	
8	9	advmod	8	9	advmod	correct	
9	6	conj	9	6	conj	correct	
10	11	amod	10	11	amod	correct	
11	9	nsubj	11	9	nsubj	correct	
12	6	punct	12	6	punct	correct	
1	3	nsubj	1	7	amod	wrong	
2	3	advmod	2	3	advmod	correct	
3	0	root	3	0	root	wrong	
4	3	obl:arg	4	3	obl:arg	correct	
5	6	case	5	6	case	correct	
6	3	obl	6	3	obl	correct	
7	3	obj	7	3	nsubj	correct	
8	10	punct	8	10	punct	correct	
9	10	nsubj	9	10	nsubj	correct	
10	3	conj	10	3	conj	correct	
11	10	obj	11	10	obj	correct	
12	11	xcomp	12	11	xcomp	correct	
13	15	punct	13	15	punct	correct	
14	15	advmod:emph	14	15	advmod:emph	correct	
15	10	conj	15	11	conj	wrong	
16	17	cc	16	17	cc	correct	
17	15	conj	17	15	conj	correct	
18	3	punct	18	3	punct	correct	
1	0	root	1	3	mark	wrong	
2	3	case	2	3	case	correct	
3	1	conj	3	10	orphan	wrong	
4	3	conj	4	3	conj	correct	
5	3	orphan	5	3	conj	correct	
6	10	punct	6	10	punct	correct	
7	10	advmod	7	10	mark	correct	
8	9	case	8	9	case	correct	
9	10	obl	9	10	obl	correct	
10	3	orphan	10	16	advcl	wrong	
11	13	punct	11	13	punct	correct	
12	13	mark	12	13	mark	correct	
13	3	orphan	13	16	advcl	wrong	
14	16	punct	14	16	punct	correct	
15	16	nsubj	15	16	nsubj	correct	
16	3	orphan	16	0	root	wrong	
17	18	advmod	17	18	obj	correct	
18	16	xcomp	18	16	xcomp	correct	
19	1	punct	19	16	punct	wrong	
1	18	punct	1	18	punct	correct	
2	18	cc	2	18	cc	correct	
3	6	nsubj	3	6	nsubj	correct	
4	6	punct	4	6	punct	correct	
5	6	mark	5	6	mark	correct	
6	18	advcl	6	18	advcl	correct	
